"ID,N,10,0","XCOORD,N,21,6","YCOORD,N,21,6"
51073,270000.000000,9511000.000000
51074,274000.000000,9511000.000000
51075,278000.000000,9511000.000000
51076,282000.000000,9511000.000000
51077,286000.000000,9511000.000000
51078,290000.000000,9511000.000000
51079,294000.000000,9511000.000000
51080,298000.000000,9511000.000000
51081,302000.000000,9511000.000000
51082,306000.000000,9511000.000000
51083,310000.000000,9511000.000000
51084,314000.000000,9511000.000000
51583,230000.000000,9507000.000000
51584,234000.000000,9507000.000000
51585,238000.000000,9507000.000000
51586,242000.000000,9507000.000000
51587,246000.000000,9507000.000000
51588,250000.000000,9507000.000000
51589,254000.000000,9507000.000000
51590,258000.000000,9507000.000000
51591,262000.000000,9507000.000000
51592,266000.000000,9507000.000000
51593,270000.000000,9507000.000000
51594,274000.000000,9507000.000000
51595,278000.000000,9507000.000000
51596,282000.000000,9507000.000000
51597,286000.000000,9507000.000000
51598,290000.000000,9507000.000000
51599,294000.000000,9507000.000000
51600,298000.000000,9507000.000000
51601,302000.000000,9507000.000000
51602,306000.000000,9507000.000000
51603,310000.000000,9507000.000000
51604,314000.000000,9507000.000000
51605,318000.000000,9507000.000000
51606,322000.000000,9507000.000000
52103,230000.000000,9503000.000000
52104,234000.000000,9503000.000000
52105,238000.000000,9503000.000000
52106,242000.000000,9503000.000000
52107,246000.000000,9503000.000000
52108,250000.000000,9503000.000000
52109,254000.000000,9503000.000000
52110,258000.000000,9503000.000000
52111,262000.000000,9503000.000000
52112,266000.000000,9503000.000000
52113,270000.000000,9503000.000000
52114,274000.000000,9503000.000000
52115,278000.000000,9503000.000000
52116,282000.000000,9503000.000000
52117,286000.000000,9503000.000000
52118,290000.000000,9503000.000000
52119,294000.000000,9503000.000000
52120,298000.000000,9503000.000000
52121,302000.000000,9503000.000000
52122,306000.000000,9503000.000000
52123,310000.000000,9503000.000000
52124,314000.000000,9503000.000000
52125,318000.000000,9503000.000000
52126,322000.000000,9503000.000000
52127,326000.000000,9503000.000000
52623,230000.000000,9499000.000000
52624,234000.000000,9499000.000000
52625,238000.000000,9499000.000000
52626,242000.000000,9499000.000000
52627,246000.000000,9499000.000000
52628,250000.000000,9499000.000000
52629,254000.000000,9499000.000000
52630,258000.000000,9499000.000000
52631,262000.000000,9499000.000000
52632,266000.000000,9499000.000000
52633,270000.000000,9499000.000000
52634,274000.000000,9499000.000000
52635,278000.000000,9499000.000000
52636,282000.000000,9499000.000000
52637,286000.000000,9499000.000000
52638,290000.000000,9499000.000000
52639,294000.000000,9499000.000000
52640,298000.000000,9499000.000000
52641,302000.000000,9499000.000000
52642,306000.000000,9499000.000000
52643,310000.000000,9499000.000000
52644,314000.000000,9499000.000000
52645,318000.000000,9499000.000000
52646,322000.000000,9499000.000000
52647,326000.000000,9499000.000000
52648,330000.000000,9499000.000000
52662,386000.000000,9499000.000000
52663,390000.000000,9499000.000000
53142,226000.000000,9495000.000000
53143,230000.000000,9495000.000000
53144,234000.000000,9495000.000000
53145,238000.000000,9495000.000000
53146,242000.000000,9495000.000000
53147,246000.000000,9495000.000000
53148,250000.000000,9495000.000000
53149,254000.000000,9495000.000000
53150,258000.000000,9495000.000000
53151,262000.000000,9495000.000000
53152,266000.000000,9495000.000000
53153,270000.000000,9495000.000000
53154,274000.000000,9495000.000000
53155,278000.000000,9495000.000000
53156,282000.000000,9495000.000000
53157,286000.000000,9495000.000000
53158,290000.000000,9495000.000000
53159,294000.000000,9495000.000000
53160,298000.000000,9495000.000000
53161,302000.000000,9495000.000000
53162,306000.000000,9495000.000000
53163,310000.000000,9495000.000000
53164,314000.000000,9495000.000000
53165,318000.000000,9495000.000000
53166,322000.000000,9495000.000000
53167,326000.000000,9495000.000000
53168,330000.000000,9495000.000000
53169,334000.000000,9495000.000000
53181,382000.000000,9495000.000000
53182,386000.000000,9495000.000000
53183,390000.000000,9495000.000000
53184,394000.000000,9495000.000000
53661,222000.000000,9491000.000000
53662,226000.000000,9491000.000000
53663,230000.000000,9491000.000000
53664,234000.000000,9491000.000000
53665,238000.000000,9491000.000000
53666,242000.000000,9491000.000000
53667,246000.000000,9491000.000000
53668,250000.000000,9491000.000000
53669,254000.000000,9491000.000000
53670,258000.000000,9491000.000000
53671,262000.000000,9491000.000000
53672,266000.000000,9491000.000000
53673,270000.000000,9491000.000000
53674,274000.000000,9491000.000000
53675,278000.000000,9491000.000000
53676,282000.000000,9491000.000000
53677,286000.000000,9491000.000000
53678,290000.000000,9491000.000000
53679,294000.000000,9491000.000000
53680,298000.000000,9491000.000000
53681,302000.000000,9491000.000000
53682,306000.000000,9491000.000000
53683,310000.000000,9491000.000000
53684,314000.000000,9491000.000000
53685,318000.000000,9491000.000000
53686,322000.000000,9491000.000000
53687,326000.000000,9491000.000000
53688,330000.000000,9491000.000000
53689,334000.000000,9491000.000000
53690,338000.000000,9491000.000000
53700,378000.000000,9491000.000000
53701,382000.000000,9491000.000000
53702,386000.000000,9491000.000000
53703,390000.000000,9491000.000000
53704,394000.000000,9491000.000000
54180,218000.000000,9487000.000000
54181,222000.000000,9487000.000000
54182,226000.000000,9487000.000000
54183,230000.000000,9487000.000000
54184,234000.000000,9487000.000000
54185,238000.000000,9487000.000000
54186,242000.000000,9487000.000000
54187,246000.000000,9487000.000000
54188,250000.000000,9487000.000000
54189,254000.000000,9487000.000000
54190,258000.000000,9487000.000000
54191,262000.000000,9487000.000000
54192,266000.000000,9487000.000000
54193,270000.000000,9487000.000000
54194,274000.000000,9487000.000000
54195,278000.000000,9487000.000000
54196,282000.000000,9487000.000000
54197,286000.000000,9487000.000000
54198,290000.000000,9487000.000000
54199,294000.000000,9487000.000000
54200,298000.000000,9487000.000000
54201,302000.000000,9487000.000000
54202,306000.000000,9487000.000000
54203,310000.000000,9487000.000000
54204,314000.000000,9487000.000000
54205,318000.000000,9487000.000000
54206,322000.000000,9487000.000000
54207,326000.000000,9487000.000000
54208,330000.000000,9487000.000000
54209,334000.000000,9487000.000000
54210,338000.000000,9487000.000000
54220,378000.000000,9487000.000000
54221,382000.000000,9487000.000000
54222,386000.000000,9487000.000000
54223,390000.000000,9487000.000000
54224,394000.000000,9487000.000000
54699,214000.000000,9483000.000000
54700,218000.000000,9483000.000000
54701,222000.000000,9483000.000000
54702,226000.000000,9483000.000000
54703,230000.000000,9483000.000000
54704,234000.000000,9483000.000000
54705,238000.000000,9483000.000000
54706,242000.000000,9483000.000000
54707,246000.000000,9483000.000000
54708,250000.000000,9483000.000000
54709,254000.000000,9483000.000000
54710,258000.000000,9483000.000000
54711,262000.000000,9483000.000000
54712,266000.000000,9483000.000000
54713,270000.000000,9483000.000000
54714,274000.000000,9483000.000000
54715,278000.000000,9483000.000000
54716,282000.000000,9483000.000000
54717,286000.000000,9483000.000000
54718,290000.000000,9483000.000000
54719,294000.000000,9483000.000000
54720,298000.000000,9483000.000000
54721,302000.000000,9483000.000000
54722,306000.000000,9483000.000000
54723,310000.000000,9483000.000000
54724,314000.000000,9483000.000000
54725,318000.000000,9483000.000000
54726,322000.000000,9483000.000000
54727,326000.000000,9483000.000000
54728,330000.000000,9483000.000000
54729,334000.000000,9483000.000000
54730,338000.000000,9483000.000000
54731,342000.000000,9483000.000000
54740,378000.000000,9483000.000000
54741,382000.000000,9483000.000000
54742,386000.000000,9483000.000000
54743,390000.000000,9483000.000000
54744,394000.000000,9483000.000000
55217,206000.000000,9479000.000000
55218,210000.000000,9479000.000000
55219,214000.000000,9479000.000000
55220,218000.000000,9479000.000000
55221,222000.000000,9479000.000000
55222,226000.000000,9479000.000000
55223,230000.000000,9479000.000000
55224,234000.000000,9479000.000000
55225,238000.000000,9479000.000000
55226,242000.000000,9479000.000000
55227,246000.000000,9479000.000000
55228,250000.000000,9479000.000000
55229,254000.000000,9479000.000000
55230,258000.000000,9479000.000000
55231,262000.000000,9479000.000000
55232,266000.000000,9479000.000000
55233,270000.000000,9479000.000000
55234,274000.000000,9479000.000000
55235,278000.000000,9479000.000000
55236,282000.000000,9479000.000000
55237,286000.000000,9479000.000000
55238,290000.000000,9479000.000000
55239,294000.000000,9479000.000000
55240,298000.000000,9479000.000000
55241,302000.000000,9479000.000000
55242,306000.000000,9479000.000000
55243,310000.000000,9479000.000000
55244,314000.000000,9479000.000000
55245,318000.000000,9479000.000000
55246,322000.000000,9479000.000000
55247,326000.000000,9479000.000000
55248,330000.000000,9479000.000000
55249,334000.000000,9479000.000000
55250,338000.000000,9479000.000000
55251,342000.000000,9479000.000000
55252,346000.000000,9479000.000000
55260,378000.000000,9479000.000000
55261,382000.000000,9479000.000000
55262,386000.000000,9479000.000000
55263,390000.000000,9479000.000000
55264,394000.000000,9479000.000000
55736,202000.000000,9475000.000000
55737,206000.000000,9475000.000000
55738,210000.000000,9475000.000000
55739,214000.000000,9475000.000000
55740,218000.000000,9475000.000000
55741,222000.000000,9475000.000000
55742,226000.000000,9475000.000000
55743,230000.000000,9475000.000000
55744,234000.000000,9475000.000000
55745,238000.000000,9475000.000000
55746,242000.000000,9475000.000000
55747,246000.000000,9475000.000000
55748,250000.000000,9475000.000000
55749,254000.000000,9475000.000000
55750,258000.000000,9475000.000000
55751,262000.000000,9475000.000000
55752,266000.000000,9475000.000000
55753,270000.000000,9475000.000000
55754,274000.000000,9475000.000000
55755,278000.000000,9475000.000000
55756,282000.000000,9475000.000000
55757,286000.000000,9475000.000000
55758,290000.000000,9475000.000000
55759,294000.000000,9475000.000000
55760,298000.000000,9475000.000000
55761,302000.000000,9475000.000000
55762,306000.000000,9475000.000000
55763,310000.000000,9475000.000000
55764,314000.000000,9475000.000000
55765,318000.000000,9475000.000000
55766,322000.000000,9475000.000000
55767,326000.000000,9475000.000000
55768,330000.000000,9475000.000000
55769,334000.000000,9475000.000000
55770,338000.000000,9475000.000000
55771,342000.000000,9475000.000000
55772,346000.000000,9475000.000000
55773,350000.000000,9475000.000000
55781,382000.000000,9475000.000000
56255,198000.000000,9471000.000000
56256,202000.000000,9471000.000000
56257,206000.000000,9471000.000000
56258,210000.000000,9471000.000000
56259,214000.000000,9471000.000000
56260,218000.000000,9471000.000000
56261,222000.000000,9471000.000000
56262,226000.000000,9471000.000000
56263,230000.000000,9471000.000000
56264,234000.000000,9471000.000000
56265,238000.000000,9471000.000000
56266,242000.000000,9471000.000000
56267,246000.000000,9471000.000000
56268,250000.000000,9471000.000000
56269,254000.000000,9471000.000000
56270,258000.000000,9471000.000000
56271,262000.000000,9471000.000000
56272,266000.000000,9471000.000000
56273,270000.000000,9471000.000000
56274,274000.000000,9471000.000000
56275,278000.000000,9471000.000000
56276,282000.000000,9471000.000000
